brand,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,warranty,Touchscreen,msoffice,Price,rating,Number of Ratings,Number of Reviews
DELL,Intel,Core i3,11.0,8,DDR4,256,0,Windows,64,0,ThinNlight,0,No,No,2267.46,4,216,21
Lenovo,Intel,Core i3,11.0,8,DDR4,256,0,Windows,64,0,ThinNlight,1,No,Yes,2267.46,4,1084,160
ASUS,Intel,Core i3,11.0,8,DDR4,256,0,Windows,64,0,Casual,1,No,No,2078.46,3,19,3
Lenovo,Intel,Core i3,11.0,4,DDR4,256,0,Windows,64,0,ThinNlight,1,No,Yes,2105.46,4,106,13
Lenovo,Intel,Core i3,11.0,4,DDR4,256,0,Windows,64,0,Casual,1,No,Yes,2429.46,4,42,4
Lenovo,Intel,Core i3,10.0,4,DDR4,256,0,Windows,64,0,ThinNlight,0,No,No,1970.46,3,0,0
Lenovo,Intel,Core i3,10.0,8,DDR4,256,0,Windows,32,0,Casual,0,No,No,2104.38,3,0,0
HP,Intel,Core i3,11.0,4,DDR4,256,0,Windows,64,0,ThinNlight,1,No,Yes,2424.6,4,1029,107
MSI,Intel,Core i3,10.0,4,DDR4,256,0,Windows,64,0,ThinNlight,0,No,No,2105.46,4,53,11
DELL,Intel,Core i3,11.0,4,DDR4,256,0,Windows,64,0,ThinNlight,0,No,No,2399.06,3,0,0
ASUS,Intel,Core i3,10.0,4,DDR4,256,0,Windows,64,0,Casual,1,No,No,1943.46,3,0,0
Lenovo,Intel,Core i3,10.0,4,DDR4,256,0,Windows,64,0,Casual,1,No,Yes,2170.8,3,48,1
Lenovo,Intel,Core i3,10.0,4,DDR4,256,0,Windows,32,0,Casual,0,No,No,2213.46,3,3,0
DELL,Intel,Core i3,10.0,4,DDR4,256,0,Windows,64,0,ThinNlight,1,No,No,2294.46,3,0,0
acer,Intel,Celeron Dual,,4,DDR4,0,512,Windows,32,0,Casual,0,No,No,1295.46,3,61,4
DELL,Intel,Core i3,11.0,4,DDR4,256,0,Windows,64,0,Casual,0,Yes,No,3887.95,4,97,13
ASUS,Intel,Core i3,11.0,4,DDR4,256,0,Windows,64,0,Casual,1,No,No,2159.46,4,181,19
Lenovo,Intel,Core i3,10.0,4,DDR4,256,0,Windows,64,0,Casual,1,No,Yes,2267.89,4,529,39
ASUS,Intel,Core i3,11.0,4,DDR4,256,0,Windows,32,0,Casual,0,No,No,2267.46,3,0,0
Lenovo,Intel,Core i3,10.0,4,DDR4,256,0,Windows,64,0,Casual,2,No,Yes,2159.95,3,0,0
ASUS,Intel,Core i3,10.0,4,DDR4,256,0,Windows,32,0,Casual,0,No,No,2159.46,3,0,0
Lenovo,Intel,Core i3,11.0,4,DDR4,256,0,Windows,64,0,Casual,0,No,No,2159.89,4,10,1
HP,Intel,Core i3,11.0,4,DDR4,256,0,Windows,64,0,ThinNlight,1,No,Yes,2294.46,4,5205,561
Lenovo,Intel,Core i3,10.0,4,DDR4,256,0,Windows,32,0,Casual,0,No,No,2267.46,3,3,0
ASUS,Intel,Core i3,11.0,4,DDR4,256,0,Windows,32,0,Casual,0,No,No,2618.46,3,0,0
HP,Intel,Core i3,11.0,4,DDR4,256,0,Windows,64,0,ThinNlight,1,No,Yes,2396.3,4,1090,96
DELL,Intel,Core i3,11.0,4,DDR4,256,0,Windows,32,0,Casual,0,No,No,2370.6,3,0,0
DELL,Intel,Core i3,11.0,4,DDR4,256,0,Windows,64,0,Casual,1,No,No,2521.26,3,0,0
Lenovo,Intel,Core i3,10.0,4,DDR4,256,0,Windows,32,0,Casual,0,No,No,2213.46,5,1,1
DELL,Intel,Core i3,10.0,4,DDR4,256,0,Windows,64,0,ThinNlight,1,No,No,2159.46,4,44,2
Lenovo,Intel,Core i3,11.0,4,DDR4,256,0,Windows,64,0,ThinNlight,0,No,No,2375.46,3,0,0
ASUS,Intel,Core i3,11.0,4,DDR4,256,0,Windows,64,0,ThinNlight,1,No,No,1997.46,4,70,9
DELL,Intel,Core i3,11.0,8,DDR4,256,0,Windows,64,0,Casual,1,No,No,2619.0,3,0,0
ASUS,Intel,Core i3,11.0,8,DDR4,256,0,Windows,64,0,Casual,0,No,No,2645.46,3,0,0
ASUS,Intel,Celeron Dual,,4,LPDDR4,0,512,Windows,32,0,Casual,0,No,No,1268.46,4,632,92
HP,Intel,Core i3,8.0,4,DDR4,256,0,Windows,64,0,Casual,1,Yes,Yes,2928.85,4,71,8
ASUS,Intel,Core i3,10.0,8,DDR4,512,0,Windows,64,0,Casual,1,No,No,2051.46,4,990,108
HP,Intel,Core i3,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,2321.46,4,158,18
HP,Intel,Core i3,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,2321.46,4,681,59
ASUS,Intel,Core i3,10.0,4,DDR4,512,0,Windows,64,0,Casual,1,No,No,1943.46,4,130,12
ASUS,Intel,Core i3,11.0,8,DDR4,512,0,Windows,64,0,Casual,1,No,No,2321.46,4,30,4
ASUS,Intel,Core i3,11.0,8,LPDDR4X,512,0,Windows,32,0,Casual,1,Yes,Yes,2807.46,4,6,2
ASUS,Intel,Core i3,11.0,8,DDR4,512,0,Windows,64,0,Casual,1,No,No,2645.46,4,174,30
ASUS,Intel,Core i3,11.0,8,DDR4,512,0,Windows,64,0,Casual,1,No,No,2321.46,4,40,7
Lenovo,Intel,Core i3,10.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,2105.46,3,13,1
DELL,Intel,Core i3,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,2483.46,4,184,29
HP,Intel,Core i3,10.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,2294.46,4,1296,126
HP,Intel,Core i3,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,2374.38,4,571,56
ASUS,Intel,Core i3,10.0,4,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,2159.46,4,2551,297
MSI,Intel,Core i3,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,2645.46,4,17,3
HP,Intel,Core i3,11.0,8,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,2969.46,4,35,3
MSI,Intel,Core i3,10.0,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,2213.46,4,118,17
ASUS,Intel,Core i3,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,2267.46,3,0,0
Lenovo,Intel,Core i3,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,Yes,No,2969.46,4,245,34
ASUS,Intel,Core i3,11.0,8,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,2429.46,4,2058,305
HP,Intel,Core i3,11.0,8,DDR4,512,0,Windows,64,0,Casual,1,No,No,2227.5,4,117,11
HP,Intel,Core i3,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,2429.46,3,0,0
ASUS,Intel,Core i3,11.0,8,DDR4,512,0,Windows,64,0,Casual,1,No,No,2321.46,4,74,11
DELL,Intel,Core i3,11.0,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,No,3282.66,4,10,1
HP,Intel,Core i3,11.0,8,DDR4,512,0,Windows,64,0,Casual,0,No,No,2465.1,4,39,4
DELL,Intel,Core i3,10.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,2267.46,3,29,7
DELL,Intel,Core i3,10.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,2456.46,4,43,4
ASUS,Intel,Core i3,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,2429.46,3,0,0
Lenovo,Intel,Core i3,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,2,No,Yes,2321.46,4,984,99
HP,Intel,Core i3,11.0,4,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,2456.46,4,523,66
HP,Intel,Core i3,10.0,4,DDR4,512,0,Windows,32,0,Casual,0,No,No,2095.15,4,30,1
HP,Intel,Core i3,11.0,4,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,3740.42,3,0,0
ASUS,Intel,Core i3,11.0,4,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,2789.05,3,0,0
HP,Intel,Core i3,11.0,4,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,2591.46,4,1605,215
ASUS,Intel,Core i3,10.0,4,DDR4,512,0,Windows,64,0,Casual,1,No,No,2213.46,4,4008,519
ASUS,Intel,Core i3,10.0,4,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,2321.46,4,1869,234
ASUS,Intel,Core i3,11.0,4,DDR4,512,0,Windows,64,0,Casual,1,No,No,2424.06,3,7,0
ASUS,Intel,Core i3,10.0,4,DDR4,512,0,Windows,64,0,Casual,1,No,No,2240.46,4,4008,519
HP,Intel,Core i3,11.0,4,DDR4,512,0,Windows,32,0,ThinNlight,1,No,No,2753.46,3,0,0
HP,Intel,Core i3,11.0,4,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,2640.6,4,1278,135
ASUS,Intel,Core i3,10.0,4,DDR4,512,0,Windows,64,0,Casual,1,No,No,2213.46,4,4008,519
DELL,Intel,Core i3,10.0,4,DDR4,512,0,Windows,64,0,Casual,0,No,No,2256.66,3,0,0
Lenovo,Intel,Core i3,11.0,4,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,3131.95,3,10,2
DELL,Intel,Core i3,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,2480.22,3,0,0
HP,Intel,Core i3,11.0,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,2996.46,4,143,15
ASUS,Intel,Core i3,10.0,8,DDR4,0,1024,Windows,64,0,Casual,1,No,No,1776.06,3,28,4
Lenovo,Intel,Core i3,10.0,8,DDR4,0,1024,Windows,64,0,ThinNlight,1,No,Yes,1943.46,4,2124,233
DELL,Intel,Core i3,11.0,8,DDR4,0,1024,Windows,64,0,ThinNlight,0,No,No,2294.46,4,276,40
DELL,Intel,Core i3,11.0,8,DDR4,0,1024,Windows,64,0,ThinNlight,0,No,No,2278.26,3,250,21
DELL,Intel,Core i3,10.0,8,DDR4,0,1024,Windows,64,0,ThinNlight,1,No,Yes,2132.46,4,1917,189
HP,Intel,Core i3,11.0,8,DDR4,0,1024,Windows,64,0,ThinNlight,1,No,Yes,2359.26,4,4999,490
ASUS,Intel,Core i3,10.0,4,DDR4,0,1024,Windows,64,0,Casual,1,No,No,1943.46,3,17,0
DELL,Intel,Core i3,11.0,8,DDR4,0,1024,Windows,32,0,Casual,0,No,No,2365.2,4,17,0
Lenovo,Intel,Core i3,10.0,8,DDR4,0,1024,Windows,32,0,Casual,0,No,No,2105.46,3,0,0
ASUS,Intel,Core i3,10.0,4,DDR4,0,1024,Windows,64,0,ThinNlight,1,No,No,1889.46,3,4203,490
ASUS,Intel,Core i3,11.0,8,DDR4,0,1024,Windows,64,0,Casual,1,No,No,2100.6,3,13,0
DELL,Intel,Core i3,10.0,4,DDR4,0,1024,Windows,64,0,ThinNlight,1,No,No,2159.46,3,15,1
DELL,Intel,Core i3,10.0,4,DDR4,0,1024,Windows,32,0,Casual,0,No,No,2208.06,4,527,46
Lenovo,Intel,Core i3,10.0,4,DDR4,0,1024,Windows,64,0,ThinNlight,1,No,No,1997.46,3,103,10
HP,Intel,Core i3,11.0,4,DDR4,0,1024,Windows,64,0,ThinNlight,1,No,Yes,2159.46,3,324,45
HP,Intel,Core i3,11.0,4,DDR4,0,1024,Windows,64,0,ThinNlight,1,No,Yes,2267.46,4,69,5
DELL,Intel,Core i3,11.0,4,DDR4,0,1024,Windows,32,0,Casual,0,No,No,2374.38,3,16,0
HP,Intel,Core i3,11.0,4,DDR4,0,1024,Windows,64,0,ThinNlight,1,No,No,2148.66,3,40,3
ASUS,Intel,Core i3,10.0,4,DDR4,0,1024,Windows,32,0,ThinNlight,0,No,No,1921.86,3,12,1
HP,Intel,Core i3,10.0,4,DDR4,0,1024,Windows,64,0,ThinNlight,1,No,Yes,1970.46,3,1146,175
ASUS,Intel,Core i3,10.0,4,DDR4,0,1024,Windows,64,0,ThinNlight,1,No,Yes,2105.46,4,1850,216
ASUS,Intel,Core i3,10.0,4,DDR4,0,1024,Windows,32,0,ThinNlight,0,No,No,1835.46,3,43,7
DELL,Intel,Core i3,10.0,4,DDR4,0,1024,Windows,64,0,Casual,1,No,Yes,2343.6,4,231,26
ASUS,Intel,Celeron Dual,,4,LPDDR4,0,512,Windows,32,0,Casual,0,No,No,1349.46,4,502,93
HP,Intel,Core i3,10.0,4,DDR4,0,1024,Windows,64,0,ThinNlight,1,No,Yes,2200.5,4,1096,116
DELL,Intel,Core i3,10.0,4,DDR4,0,1024,Windows,64,0,ThinNlight,1,No,Yes,2322.0,4,313,35
ASUS,Intel,Core i3,10.0,4,DDR4,0,1024,Windows,64,0,Casual,0,No,No,2052.0,4,7,0
DELL,Intel,Core i3,11.0,8,DDR4,0,1024,Windows,64,0,ThinNlight,1,No,Yes,2051.46,3,265,46
HP,Intel,Core i3,7.0,8,DDR4,0,1024,Windows,64,2,Casual,0,No,No,2661.07,4,38,3
Lenovo,Intel,Core i3,10.0,8,DDR4,0,1024,Windows,32,0,Casual,0,No,No,2105.95,3,7,2
ASUS,Intel,Core i3,11.0,8,DDR4,0,1024,Windows,32,0,Casual,0,No,No,2241.0,3,4,0
acer,Intel,Core i3,11.0,4,DDR4,0,1024,Windows,32,0,Casual,0,No,No,1997.95,3,0,0
DELL,Intel,Core i3,11.0,8,DDR4,0,1024,Windows,32,0,Casual,0,No,No,2316.6,3,0,0
ASUS,Intel,Celeron Dual,,4,LPDDR4,0,512,Windows,32,0,Casual,0,No,No,1160.46,3,818,113
DELL,Intel,Core i3,11.0,8,DDR4,0,1024,Windows,32,0,Casual,0,No,No,2239.92,3,25,4
ASUS,Intel,Core i3,10.0,8,DDR4,0,1024,Windows,64,0,Casual,0,No,No,1781.46,2,12,0
ASUS,Intel,Core i3,11.0,8,DDR4,0,1024,Windows,64,0,Casual,1,No,No,2088.72,3,17,1
ASUS,Intel,Celeron Dual,,4,LPDDR4,0,512,Windows,32,0,Casual,0,No,No,1295.46,4,974,170
DELL,Intel,Core i3,10.0,8,DDR4,0,1024,Windows,64,0,ThinNlight,0,No,No,2181.06,3,83,15
ASUS,Intel,Core i3,10.0,4,DDR4,0,1024,Windows,64,0,ThinNlight,0,No,No,1835.46,3,31,6
ASUS,Intel,Celeron Dual,,4,LPDDR4,0,512,Windows,32,0,Casual,0,No,No,1106.46,3,637,91
DELL,Intel,Core i3,10.0,8,DDR4,256,1024,Windows,64,0,ThinNlight,1,No,Yes,2240.46,5,7,5
DELL,Intel,Core i3,11.0,8,DDR4,256,1024,Windows,64,0,Casual,0,No,No,2456.46,4,207,16
DELL,Intel,Core i3,11.0,8,DDR4,256,1024,Windows,64,0,Casual,0,No,No,2402.46,4,844,103
ASUS,Intel,Core i3,11.0,8,DDR4,256,1024,Windows,64,0,Casual,1,No,Yes,2262.06,4,53,6
DELL,Intel,Core i3,11.0,4,DDR4,256,1024,Windows,64,0,ThinNlight,1,No,Yes,2321.46,4,62,7
acer,Intel,Core i3,11.0,8,DDR4,256,1024,Windows,64,0,Casual,0,No,No,2213.46,4,38,2
DELL,Intel,Core i3,11.0,8,DDR4,256,1024,Windows,64,0,ThinNlight,1,No,No,2645.46,4,724,92
DELL,Intel,Core i3,11.0,4,DDR4,256,1024,Windows,64,0,ThinNlight,1,No,Yes,2353.86,3,0,0
DELL,Intel,Core i3,10.0,4,DDR4,256,1024,Windows,64,0,Casual,1,No,No,2413.26,4,9,0
ASUS,Intel,Core i3,10.0,4,DDR4,256,1024,Windows,64,0,Casual,0,No,No,2213.46,3,0,0
DELL,Intel,Core i3,11.0,4,DDR4,256,1024,Windows,64,0,ThinNlight,1,No,Yes,2375.46,3,0,0
DELL,Intel,Core i3,11.0,4,DDR4,256,1024,Windows,64,0,ThinNlight,1,No,Yes,2353.86,3,0,0
DELL,Intel,Core i3,10.0,4,DDR4,256,1024,Windows,64,0,ThinNlight,1,No,Yes,2235.06,4,56,7
DELL,Intel,Core i3,10.0,4,DDR4,256,1024,Windows,64,0,ThinNlight,1,No,Yes,2391.66,3,0,0
DELL,Intel,Core i3,11.0,4,DDR4,256,1024,Windows,64,0,Casual,1,No,No,2645.95,3,0,0
DELL,Intel,Core i3,11.0,4,DDR4,256,1024,Windows,64,0,ThinNlight,1,No,Yes,2159.46,3,170,11
DELL,Intel,Core i3,10.0,8,DDR4,256,1024,Windows,64,0,ThinNlight,0,No,No,2505.06,2,95,5
ASUS,Intel,Celeron Dual,,4,LPDDR4,0,512,Windows,64,0,Casual,0,No,No,1025.46,3,197,25
ASUS,Intel,Celeron Dual,,4,LPDDR4,0,512,Windows,32,0,Casual,0,No,No,971.46,3,1180,148
HP,Intel,Celeron Dual,,4,DDR4,0,512,Windows,64,0,Casual,0,No,No,1429.38,3,232,23
HP,Intel,Celeron Dual,,4,DDR4,0,512,Windows,64,0,Casual,0,No,No,1511.46,3,596,65
Lenovo,Intel,Celeron Dual,,4,DDR4,0,1024,Windows,32,0,Casual,0,No,No,1619.95,3,19,1
Lenovo,Intel,Celeron Dual,,4,LPDDR4X,0,512,Windows,64,0,Casual,0,No,No,1403.46,3,84,16
Lenovo,Intel,Celeron Dual,,4,LPDDR4,0,512,Windows,32,0,Casual,0,No,No,917.46,3,414,54
Lenovo,Intel,Celeron Dual,,4,LPDDR4,0,512,Windows,32,0,Casual,0,No,No,1349.46,2,70,16
acer,Intel,Core i5,,8,DDR5,0,512,Windows,32,4,Casual,0,No,No,2753.46,4,10966,1185
acer,Intel,Core i5,,8,LPDDR4,0,512,Windows,32,0,Casual,1,No,No,6479.46,4,1,1
acer,Intel,Core i5,10.0,8,LPDDR4,0,512,DOS,32,0,Casual,0,No,No,5086.26,4,31,6
ASUS,Intel,Core i5,10.0,8,LPDDR4,0,512,DOS,32,4,Casual,0,No,No,5733.02,4,1881,241
DELL,Intel,Core i5,10.0,8,LPDDR4,0,512,DOS,32,4,Casual,1,No,No,3676.86,1,23,4
DELL,Intel,Core i5,10.0,8,LPDDR4,0,512,DOS,32,0,ThinNlight,1,No,No,7559.46,3,0,0
HP,Intel,Core i5,10.0,8,LPDDR4,0,512,DOS,32,0,ThinNlight,0,No,No,3023.46,4,818,109
HP,Intel,Core i5,10.0,8,LPDDR4,0,512,DOS,32,4,Casual,0,No,No,5537.75,3,0,0
Lenovo,Intel,Core i5,10.0,8,LPDDR4,0,512,DOS,32,2,Casual,0,No,No,2537.46,4,4428,569
HP,Intel,Core i5,8.0,8,DDR4,128,0,Windows,64,0,ThinNlight,1,No,No,4104.65,4,129,16
Lenovo,Intel,Core i5,11.0,8,DDR4,256,0,Windows,64,0,Casual,2,No,Yes,2672.46,4,365,35
acer,Intel,Core i5,7.0,8,DDR3,256,0,Windows,64,0,ThinNlight,1,No,Yes,4690.82,4,39,3
ASUS,Intel,Core i5,11.0,8,DDR4,256,0,Windows,64,0,ThinNlight,1,No,No,2645.46,3,0,0
DELL,Intel,Core i5,11.0,8,DDR4,256,0,Windows,64,0,ThinNlight,0,No,No,3023.46,3,3,0
acer,Intel,Core i5,8.0,8,DDR3,256,0,Windows,64,0,ThinNlight,1,Yes,Yes,4427.89,4,14,3
HP,Intel,Core i5,8.0,8,DDR4,256,0,Windows,64,0,Casual,1,Yes,Yes,7375.86,3,0,0
acer,Intel,Core i5,8.0,8,DDR4,256,0,Windows,64,0,ThinNlight,1,No,No,3212.46,3,33,7
ASUS,Intel,Core i5,11.0,8,DDR4,256,0,Windows,64,0,ThinNlight,1,No,No,2689.2,3,0,0
Lenovo,Intel,Core i5,11.0,8,DDR4,256,0,Windows,64,0,Casual,1,No,Yes,3347.95,2,4,0
HP,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,2969.46,4,116,15
HP,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,2915.46,4,206,17
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,Casual,2,No,Yes,2861.46,4,300,24
HP,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,3671.46,4,108,6
ASUS,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,4,Gaming,1,No,No,3131.46,4,3712,412
Lenovo,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,3364.2,4,825,95
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,2861.46,3,0,0
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,2,No,Yes,2807.46,4,85,4
Lenovo,Intel,Core i5,11.0,16,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,3347.46,4,56,7
ASUS,Intel,Core i5,11.0,8,LPDDR4X,512,0,Windows,32,0,Casual,1,Yes,Yes,3455.46,4,10,1
Lenovo,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,3563.46,4,17,4
acer,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,2861.46,4,155,20
Lenovo,Intel,Core i5,10.0,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,2699.46,3,0,0
ASUS,Intel,Core i5,11.0,8,DDR4,512,0,Windows,64,4,Gaming,0,No,No,3887.46,4,91,17
